chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'CM027536.1'	47538000	47576000	433	9.360986424672821e-10	6.005933994352296e-10	1.3160846295873616e-09
b'CM027536.1'	47576000	47614000	471	9.440569805762282e-10	6.085517375441757e-10	1.3240429676963077e-09
b'CM027536.1'	47614000	47652000	529	1.5828849715744525e-09	1.2403139999846019e-09	2.094812061182574e-09
b'CM027536.1'	47652000	47690000	413	7.717884614178615e-10	6.015838748819235e-10	1.020700871545783e-09
b'CM027536.1'	47690000	47728000	499	3.4532170040581323e-10	2.2195938004689143e-10	5.270693478932755e-10
b'CM027536.1'	47728000	47766000	459	2.073632224885297e-10	7.870165497740613e-11	3.9560321552604945e-10
b'CM027536.1'	47766000	47804000	479	4.4105098636979464e-10	2.423721490988122e-10	6.871647338072322e-10
b'CM027536.1'	47804000	47842000	409	8.654739243576993e-10	6.029201345372694e-10	1.2558735314441214e-09
b'CM027536.1'	47842000	47880000	964	2.2856233635986053e-09	1.7777757718411233e-09	2.652276088446643e-09
b'CM027536.1'	47880000	47918000	558	9.55878527285774e-10	7.3484269042982e-10	1.2112405005194992e-09
b'CM027536.1'	47918000	47956000	487	1.3436612573866138e-09	8.678560177340979e-10	1.782115158350478e-09
b'CM027536.1'	47956000	47994000	455	1.7924647399826766e-09	1.4520727170809733e-09	2.259937461626279e-09
b'CM027536.1'	47994000	48032000	534	8.395224459906225e-10	6.545025382626101e-10	1.02534701283575e-09
b'CM027536.1'	48032000	48070000	463	2.7000138085619397e-10	1.530236533516748e-10	4.069525396029837e-10
b'CM027536.1'	48070000	48108000	444	1.4777939837399181e-09	9.68139071022879e-10	2.0463448345834256e-09
b'CM027536.1'	48108000	48146000	494	4.73338141763936e-10	2.681122693567029e-10	8.756001210459949e-10
b'CM027536.1'	48146000	48184000	399	8.287349288782589e-10	5.661811390578289e-10	1.219134535964681e-09
b'CM027536.1'	48184000	48222000	386	4.178045193821694e-10	2.1912568211118695e-10	6.639182668196069e-10
b'CM027536.1'	48222000	48260000	384	4.0687984274301607e-10	2.0481690136398295e-10	7.141556114613781e-10
b'CM027536.1'	48260000	48298000	457	4.41431017625635e-10	2.4275218035465256e-10	6.875447650630725e-10
b'CM027536.1'	48298000	48336000	851	5.46629178340571e-10	3.564010867283942e-10	8.057347986333141e-10
b'CM027536.1'	48336000	48374000	474	2.8336367362110773e-10	7.651008103301119e-11	5.006066139246711e-10
b'CM027536.1'	48374000	48412000	700	2.9215558784086867e-09	2.6059526404206154e-09	3.1785009214287826e-09
b'CM027536.1'	48412000	48450000	540	1.4101136726500876e-09	1.059556406101553e-09	1.8246117973623689e-09
b'CM027536.1'	48450000	48488000	630	3.3991394272925817e-09	3.1990206501875634e-09	3.563616203935467e-09
b'CM027536.1'	48488000	48526000	687	2.921610861151053e-09	2.606007623162982e-09	3.178555904171149e-09
b'CM027536.1'	48526000	48564000	721	3.4007262410615233e-09	3.200607463956505e-09	3.5652030177044086e-09
b'CM027536.1'	48564000	48602000	568	1.7601943905795629e-09	1.326905288759618e-09	2.172961405591813e-09
b'CM027536.1'	48602000	48640000	533	1.2056565478928123e-09	8.579585330685519e-10	1.597032085426801e-09
b'CM027536.1'	48640000	48678000	617	3.627668377402651e-10	2.394045173813433e-10	5.445144852277274e-10
b'CM027536.1'	48678000	48716000	529	9.436495376862767e-10	7.226137008303228e-10	1.199011510920002e-09
b'CM027536.1'	48716000	48754000	408	4.111332603955025e-10	2.090703190164694e-10	7.184090291138645e-10
b'CM027536.1'	48754000	48792000	542	1.7530746723144689e-09	1.319785570494524e-09	2.165841687326719e-09
b'CM027536.1'	48792000	48830000	443	1.9382138704035944e-09	1.520551446313235e-09	2.4277316800245146e-09
b'CM027536.1'	48830000	48868000	427	3.038029464441691e-10	9.694935385607258e-11	5.210458867477325e-10
b'CM027536.1'	48868000	48906000	414	6.90769241263066e-10	4.955215177185545e-10	8.840226531473191e-10
b'CM027536.1'	48906000	48944000	435	9.911159343546256e-10	6.634383409621531e-10	1.4241607732313648e-09
b'CM027536.1'	48944000	48982000	592	1.7804129071439335e-09	1.4400208842422303e-09	2.247885628787536e-09
b'CM027536.1'	48982000	49020000	382	6.2418880424776e-10	4.2802019788880047e-10	8.276355373191373e-10
b'CM027536.1'	49020000	49058000	398	1.061287651747957e-09	7.923792284414439e-10	1.4951361366633009e-09
b'CM027536.1'	49058000	49096000	336	6.273852525797868e-10	4.312166462208272e-10	8.308319856511641e-10
b'CM027536.1'	49096000	49134000	314	8.599381294435719e-10	6.749182217155596e-10	1.0457626962886994e-09
b'CM027536.1'	49134000	49172000	425	1.0388147640245517e-09	7.111371706320792e-10	1.471859602901291e-09
b'CM027536.1'	49172000	49210000	364	1.2064853683930655e-09	8.587873535688051e-10	1.5978609059270543e-09
b'CM027536.1'	49210000	49248000	328	9.191608655854296e-10	7.233573782725784e-10	1.1622438942913333e-09
b'CM027536.1'	49248000	49286000	357	3.826656415401754e-10	2.1390320973320735e-10	5.63960606691577e-10
b'CM027536.1'	49286000	49324000	306	8.457767624954213e-10	6.60756854767409e-10	1.0316013293405488e-09
b'CM027536.1'	49324000	49362000	297	8.8182344503262e-10	6.860199577197688e-10	1.1249064737385236e-09
b'CM027536.1'	49362000	49400000	288	4.393182614092826e-10	2.4063942413830014e-10	6.854320088467201e-10
b'CM027536.1'	49400000	49438000	224	1.0866627194411325e-09	8.177542961346194e-10	1.5205112043564765e-09
b'CM027536.1'	49438000	49476000	256	7.460125517964661e-10	5.75807965260528e-10	9.949249619243876e-10
b'CM027536.1'	49476000	49514000	213	4.236011193370747e-10	2.2492228206609224e-10	6.697148667745122e-10
b'CM027536.1'	49514000	49552000	237	5.844084688929337e-10	3.254017666961269e-10	8.05638290854644e-10
b'CM027536.1'	49552000	49590000	206	4.723194829994478e-10	2.670936105922147e-10	8.745814622815067e-10
b'CM027536.1'	49590000	49628000	257	7.624578309170453e-10	5.922532443811073e-10	1.0113702410449667e-09
b'CM027536.1'	49628000	49666000	180	6.496776181612968e-10	3.8416672433475966e-10	9.061702924833361e-10
b'CM027536.1'	49666000	49704000	227	4.724748535875544e-10	2.6724898118032127e-10	8.747368328696133e-10
b'CM027536.1'	49704000	49742000	234	5.51023659243903e-10	3.6079556763172623e-10	8.101292795366462e-10
b'CM027536.1'	49742000	49780000	235	8.274472685247734e-10	5.648934787043435e-10	1.2178468756111956e-09
b'CM027536.1'	49780000	49818000	188	4.225657883861914e-10	2.2388695111520893e-10	6.686795358236289e-10
b'CM027536.1'	49818000	49856000	231	8.554290715996956e-10	6.704091638716832e-10	1.041253638444823e-09
b'CM027536.1'	49856000	49894000	251	8.798375629723089e-10	6.840340756594578e-10	1.1229205916782126e-09
b'CM027536.1'	49894000	49932000	213	4.197812967733145e-10	2.2110245950233205e-10	6.65895044210752e-10
b'CM027536.1'	49932000	49970000	312	7.328110771118228e-10	5.626064905758848e-10	9.817234872397444e-10
b'CM027536.1'	49970000	50008000	259	6.878148352399084e-10	4.925671116953969e-10	8.810682471241614e-10
b'CM027536.1'	50008000	50046000	191	7.904915918319275e-10	5.983980368803941e-10	9.961890273055333e-10
b'CM027536.1'	50046000	50084000	252	5.166475005620926e-10	2.9522515343790317e-10	8.489456437306886e-10
b'CM027536.1'	50084000	50122000	221	9.692095365817343e-10	7.481736997257803e-10	1.2245715098154595e-09
b'CM027536.1'	50122000	50160000	211	4.133234654209947e-10	2.112605240419616e-10	7.205992341393567e-10
b'CM027536.1'	50160000	50198000	153	8.837634490197307e-10	6.879599617068795e-10	1.1268464777256344e-09
b'CM027536.1'	50198000	50236000	200	5.343806765210707e-10	3.1295832939688124e-10	8.666788196896667e-10
b'CM027536.1'	50236000	50274000	191	4.4939464708451877e-10	2.507158098135363e-10	6.955083945219563e-10
b'CM027536.1'	50274000	50312000	288	5.852537842158966e-10	3.262470820190898e-10	8.064836061776069e-10
b'CM027536.1'	50312000	50350000	282	4.178453737430857e-10	2.4908294193611766e-10	5.991403388944873e-10
b'CM027536.1'	50350000	50388000	255	9.088680962144286e-10	7.130646089015774e-10	1.1519511249203323e-09
b'CM027536.1'	50388000	50426000	281	8.549664266853274e-10	5.924126368648975e-10	1.2453660337717495e-09
b'CM027536.1'	50426000	50464000	255	8.475638789860162e-10	6.625439712580039e-10	1.0333884458311437e-09
b'CM027536.1'	50464000	50502000	217	5.440860173671758e-10	3.226636702429864e-10	8.763841605357719e-10
b'CM027536.1'	50502000	50540000	212	5.154459207170862e-10	2.940235735928968e-10	8.477440638856823e-10
b'CM027536.1'	50540000	50578000	242	8.616341188187567e-10	5.990803289983268e-10	1.2520337259051788e-09
b'CM027536.1'	50578000	50616000	242	9.200110288491174e-10	7.242075415362662e-10	1.163094057555021e-09
b'CM027536.1'	50616000	50654000	230	9.123942135000794e-10	6.913583766441255e-10	1.1677561867338047e-09
b'CM027536.1'	50654000	50692000	231	8.273762639295239e-10	5.648224741090939e-10	1.217775871015946e-09
b'CM027536.1'	50692000	50730000	283	8.249833913332442e-10	5.624296015128143e-10	1.2153829984196662e-09
b'CM027536.1'	50730000	50768000	266	8.800835072822493e-10	6.842800199693982e-10	1.123166535988153e-09
b'CM027536.1'	50768000	50806000	221	9.060570000487939e-10	7.102535127359427e-10	1.1491400287546975e-09
b'CM027536.1'	50806000	50844000	248	7.49119254103856e-10	5.789146675679179e-10	9.980316642317775e-10
b'CM027536.1'	50844000	50882000	166	6.240305958406927e-10	4.278619894817332e-10	8.274773289120701e-10
b'CM027536.1'	50882000	50920000	1053	3.695077219543929e-10	2.461454015954711e-10	5.512553694418552e-10
b'CM027536.1'	50920000	50958000	293	7.46813880925536e-10	5.766092943895979e-10	9.957262910534576e-10
b'CM027536.1'	50958000	50996000	178	7.530684930364765e-10	5.828639065005384e-10	1.001980903164398e-09
b'CM027536.1'	50996000	51034000	213	4.872815287431564e-10	2.820556563359233e-10	8.895435080252153e-10
b'CM027536.1'	51034000	51072000	164	9.665665811895297e-10	7.455307443335758e-10	1.221928554423255e-09
b'CM027536.1'	51072000	51110000	185	4.09016956905449e-10	2.0695401552641587e-10	7.16292725623811e-10
b'CM027536.1'	51110000	51148000	180	5.512873399223485e-10	3.610592483101717e-10	8.103929602150917e-10
b'CM027536.1'	51148000	51186000	214	7.276617954861331e-10	5.57457208950195e-10	9.765742056140547e-10
b'CM027536.1'	51186000	51224000	168	6.262377095374933e-10	4.300691031785337e-10	8.296844426088706e-10
b'CM027536.1'	51224000	51262000	200	4.169982240699182e-10	2.1831938679893573e-10	6.631119715073557e-10
b'CM027536.1'	51262000	51300000	181	4.244439515684469e-10	2.2576511429746443e-10	6.705576990058844e-10
b'CM027536.1'	51300000	51338000	171	7.871394181844242e-10	5.950458632328908e-10	9.9283685365803e-10
b'CM027536.1'	51338000	51376000	127	9.190259509423327e-10	7.232224636294815e-10	1.1621089796482363e-09
b'CM027536.1'	51376000	51414000	221	5.394115383263734e-10	3.1798919120218394e-10	8.717096814949694e-10
b'CM027536.1'	51414000	51452000	229	5.249217529547327e-10	3.034994058305433e-10	8.572198961233288e-10
b'CM027536.1'	51452000	51490000	139	8.868695601148372e-10	6.910660728019861e-10	1.1299525888207409e-09
b'CM027536.1'	51490000	51528000	151	7.911667562596963e-10	5.990732013081628e-10	9.96864191733302e-10
b'CM027536.1'	51528000	51566000	219	1.0608010249173996e-09	7.918926016108865e-10	1.4946495098327436e-09
b'CM027536.1'	51566000	51604000	194	7.88290390257962e-10	5.961968353064286e-10	9.93987825731568e-10
b'CM027536.1'	51604000	51642000	273	8.936309002739744e-10	6.978274129611233e-10	1.136713928979878e-09
b'CM027536.1'	51642000	51680000	115	8.834697437416214e-10	6.624339068856674e-10	1.1388317169753466e-09
b'CM027536.1'	51680000	51718000	217	5.216250350194226e-10	3.002026878952332e-10	8.539231781880187e-10
b'CM027536.1'	51718000	51756000	201	5.237374365084048e-10	3.023150893842154e-10	8.560355796770009e-10
b'CM027536.1'	51756000	51794000	206	8.385718357599662e-10	6.535519280319539e-10	1.0243964026050937e-09
b'CM027536.1'	51794000	51832000	158	7.256553392383559e-10	5.554507527024178e-10	9.745677493662775e-10
b'CM027536.1'	51832000	51870000	162	5.46480665814953e-10	3.5625257420277623e-10	8.055862861076962e-10
b'CM027536.1'	51870000	51908000	214	9.284935062080098e-10	7.326900188951586e-10	1.1715765349139134e-09
b'CM027536.1'	51908000	51946000	237	6.93115881058775e-10	4.978681575142635e-10	8.86369292943028e-10
b'CM027536.1'	51946000	51984000	253	5.596090054789837e-10	3.006023032821769e-10	7.80838827440694e-10
b'CM027536.1'	51984000	52022000	226	7.934150183314292e-10	6.013214633798958e-10	9.991124538050352e-10
b'CM027536.1'	52022000	52060000	213	4.734158270579894e-10	2.6818995465075627e-10	8.756778063400483e-10
b'CM027536.1'	52060000	52098000	246	4.3746682102224173e-10	2.387879837512593e-10	6.835805684596793e-10
b'CM027536.1'	52098000	52136000	185	8.59082054057049e-10	6.740621463290367e-10	1.0449066209021766e-09
b'CM027536.1'	52136000	52174000	224	4.2451026600712006e-10	2.2244732462808695e-10	7.31786034725482e-10
b'CM027536.1'	52174000	52212000	305	7.861191040255421e-10	5.940255490740086e-10	9.918165394991478e-10
b'CM027536.1'	52212000	52250000	210	6.272271624151761e-10	4.310585560562165e-10	8.306738954865534e-10
b'CM027536.1'	52250000	52288000	189	7.910798480540204e-10	5.989862931024869e-10	9.967772835276261e-10
b'CM027536.1'	52288000	52326000	175	7.400853530481335e-10	5.698807665121954e-10	9.88997763176055e-10
b'CM027536.1'	52326000	52364000	202	7.62099556273238e-10	5.918949697373e-10	1.0110119664011596e-09
b'CM027536.1'	52364000	52402000	278	4.245338765488944e-10	2.5577144474192633e-10	6.05828841700296e-10
b'CM027536.1'	52402000	52440000	276	4.23298242876358e-10	2.5453581106938993e-10	6.045932080277596e-10
b'CM027536.1'	52440000	52478000	389	5.619315238135255e-10	3.0292482161671876e-10	7.831613457752358e-10
b'CM027536.1'	52478000	52516000	329	1.8818244414132102e-10	0	4.129469650254786e-10
b'CM027536.1'	52516000	52554000	349	2.997278384163894e-10	9.287424582829286e-11	5.169707787199528e-10
b'CM027536.1'	52554000	52592000	373	3.4187445982312143e-10	2.1851213946419962e-10	5.236221073105837e-10
b'CM027536.1'	52592000	52630000	344	2.3960240961033653e-10	9.978192386532403e-11	4.741491166666965e-10
b'CM027536.1'	52630000	52668000	270	4.0102467482247744e-10	2.322622430155094e-10	5.82319639973879e-10
b'CM027536.1'	52668000	52706000	333	5.565112895983031e-10	2.9750458740149636e-10	7.777411115600134e-10
b'CM027536.1'	52706000	52744000	375	4.347928861063813e-10	2.3611404883539884e-10	6.809066335438188e-10
b'CM027536.1'	52744000	52782000	438	3.5220530326518056e-10	2.2884298290625875e-10	5.339529507526429e-10
b'CM027536.1'	52782000	52820000	275	2.9913993692166674e-10	9.22863443335702e-11	5.163828772252301e-10
b'CM027536.1'	52820000	52858000	277	3.978286994602775e-10	2.2906626765330943e-10	5.791236646116791e-10
b'CM027536.1'	52858000	52896000	373	2.7190037844994697e-11	0	1.9526360957187335e-10
b'CM027536.1'	52896000	52934000	329	5.696701378773053e-10	3.106634356804985e-10	7.908999598390156e-10
b'CM027536.1'	52934000	52972000	303	4.121909012211366e-10	2.4342846941416853e-10	5.934858663725382e-10
b'CM027536.1'	52972000	53010000	528	5.550339683442676e-10	2.9602726614746084e-10	7.762637903059779e-10
b'CM027536.1'	53010000	53048000	489	0	0	1.6807357172687865e-10
b'CM027536.1'	53048000	53086000	402	2.979066243769982e-11	0	1.9786423416457847e-10
b'CM027536.1'	53086000	53124000	286	5.617543966133858e-10	3.02747694416579e-10	7.829842185750961e-10
b'CM027536.1'	53124000	53162000	323	4.2012497006584477e-10	2.513625382588767e-10	6.014199352172464e-10
b'CM027536.1'	53162000	53200000	251	7.845474137082974e-10	6.143428271723593e-10	1.033459823836219e-09
b'CM027536.1'	53200000	53238000	169	7.482823339953188e-10	5.780777474593808e-10	9.971947441232403e-10
b'CM027536.1'	53238000	53276000	163	7.591434948556865e-10	5.889389083197485e-10	1.008055904983608e-09
b'CM027536.1'	53276000	53314000	351	7.280684312947315e-10	5.578638447587935e-10	9.769808414226531e-10
b'CM027536.1'	53314000	53352000	185	7.585395123868524e-10	5.883349258509144e-10	1.007451922514774e-09
b'CM027536.1'	53352000	53390000	194	7.89003617174028e-10	6.187990306380899e-10	1.0379160273019494e-09
b'CM027536.1'	53390000	53428000	159	4.866527153584149e-10	2.814268429511818e-10	8.889146946404738e-10
b'CM027536.1'	53428000	53466000	127	8.843176012774034e-10	6.632817644214494e-10	1.1396795745111286e-09
b'CM027536.1'	53466000	53504000	154	4.782486327483159e-10	2.730227603410828e-10	8.805106120303748e-10
b'CM027536.1'	53504000	53542000	135	8.342924638882336e-10	6.492725561602213e-10	1.0201170307333612e-09
b'CM027536.1'	53542000	53580000	151	8.365098646787674e-10	6.51489956950755e-10	1.0223344315238948e-09
b'CM027536.1'	53580000	53618000	126	8.972202682896222e-10	7.01416780976771e-10	1.1403032969955258e-09
b'CM027536.1'	53618000	53656000	149	7.37739659192078e-10	5.6753507265614e-10	9.866520693199997e-10
b'CM027536.1'	53656000	53694000	182	9.258131861994875e-10	7.300096988866364e-10	1.1688962149053912e-09
b'CM027536.1'	53694000	53732000	223	6.202257900689337e-10	4.2405718370997415e-10	8.23672523140311e-10
b'CM027536.1'	53732000	53770000	237	5.402012796946865e-10	3.1877893257049705e-10	8.724994228632825e-10
b'CM027536.1'	53770000	53808000	122	7.587483876866166e-10	5.885438011506785e-10	1.007660797814538e-09
b'CM027536.1'	53808000	53846000	152	8.682941251925002e-10	6.057403353720702e-10	1.2586937322789223e-09
b'CM027536.1'	53846000	53884000	308	9.590539669658924e-10	6.235487239338399e-10	1.339039954085972e-09
b'CM027536.1'	53884000	53922000	277	9.081901029520376e-10	6.871542660960836e-10	1.1635520761857628e-09
b'CM027536.1'	53922000	53960000	264	5.38650884602409e-10	3.172285374782196e-10	8.709490277710051e-10
b'CM027536.1'	53960000	53998000	137	7.210847299054883e-10	3.888390406114688e-10	1.2518748778511469e-09
b'CM027536.1'	53998000	54036000	181	9.36691560321644e-10	7.156557234656899e-10	1.1920535335553691e-09
b'CM027536.1'	54036000	54074000	195	1.1521007521681473e-09	8.599064570197737e-10	1.4238712860232228e-09
b'CM027536.1'	54074000	54112000	389	2.0872272932430267e-09	1.719464173285795e-09	2.8586540657042517e-09
b'CM027536.1'	54112000	54150000	277	1.5908834323360697e-09	1.2065101102761975e-09	2.132939987533304e-09
b'CM027536.1'	54150000	54188000	285	4.792707205440486e-10	2.740448481368155e-10	8.815326998261075e-10
b'CM027536.1'	54188000	54226000	316	6.525017209971688e-10	3.869908271706316e-10	9.089943953192081e-10
b'CM027536.1'	54226000	54264000	259	4.870235237026326e-10	2.8179765129539945e-10	8.892855029846915e-10
b'CM027536.1'	54264000	54302000	289	9.912231211416257e-10	6.635455277491532e-10	1.424267960018365e-09
b'CM027536.1'	54302000	54340000	343	9.116893612313398e-10	7.158858739184887e-10	1.1547723899372435e-09
b'CM027536.1'	54340000	54378000	320	8.502893676129987e-10	6.652694598849863e-10	1.0361139344581263e-09
b'CM027536.1'	54378000	54416000	778	8.396011741642647e-10	5.770473843438348e-10	1.2300007812506868e-09
b'CM027536.1'	54416000	54454000	325	9.476826696419272e-10	7.266468327859733e-10	1.2030446428756525e-09
b'CM027536.1'	54454000	54492000	281	9.104759070037733e-10	6.894400701478193e-10	1.1658378802374985e-09
b'CM027536.1'	54492000	54530000	326	1.2260287327204486e-09	9.038584533772229e-10	1.7954099915285692e-09
b'CM027536.1'	54530000	54568000	311	8.852039968697319e-10	6.894005095568807e-10	1.1282870255756355e-09
b'CM027536.1'	54568000	54606000	297	3.914629985612654e-10	2.2270056675429736e-10	5.72757963712667e-10
b'CM027536.1'	54606000	54644000	329	8.880467820137629e-10	6.922432947009117e-10	1.1311298107196666e-09
b'CM027536.1'	54644000	54682000	362	4.017952609128047e-10	2.3303282910583664e-10	5.830902260642063e-10
b'CM027536.1'	54682000	54720000	306	5.606310932747164e-10	3.016243910779096e-10	7.818609152364267e-10
b'CM027536.1'	54720000	54758000	301	4.2648895485710904e-10	2.2781011758612658e-10	6.726027022945466e-10
b'CM027536.1'	54758000	54796000	241	5.47656466743256e-10	2.886497645464492e-10	7.688862887049663e-10
b'CM027536.1'	54796000	54834000	316	4.3319377512194265e-10	2.345149378509602e-10	6.793075225593802e-10
b'CM027536.1'	54834000	54872000	324	3.4784925116027664e-10	2.2448693080135484e-10	5.295968986477389e-10
b'CM027536.1'	54872000	54910000	335	1.81323435712948e-10	0	4.0608795659710557e-10
b'CM027536.1'	54910000	54948000	326	3.5148189591507716e-10	2.2811957555615535e-10	5.332295434025395e-10
b'CM027536.1'	54948000	54986000	379	2.0665546315188402e-10	0	4.314199840360416e-10
b'CM027536.1'	54986000	55024000	345	1.8760199192137076e-10	0	4.1236651280552833e-10
b'CM027536.1'	55024000	55062000	251	7.629262484092705e-10	5.927216618733324e-10	1.011838658537192e-09
b'CM027536.1'	55062000	55100000	281	3.820557469485062e-10	2.1329331514153813e-10	5.633507120999078e-10
b'CM027536.1'	55100000	55138000	301	4.3001181308298754e-10	2.612493812760195e-10	6.113067782343891e-10
b'CM027536.1'	55138000	55176000	348	1.0603524721579004e-09	7.914440488513873e-10	1.4942009570732443e-09
b'CM027536.1'	55176000	55214000	418	5.357550085953187e-10	3.143326614711293e-10	8.680531517639148e-10
b'CM027536.1'	55214000	55252000	457	9.179822247770236e-10	7.221787374641724e-10	1.1610652534829272e-09
b'CM027536.1'	55252000	55290000	647	2.763604839167479e-11	0	1.9570962011855344e-10
b'CM027536.1'	55290000	55328000	474	3.6869764288352717e-10	2.4533532252460537e-10	5.504452903709895e-10
b'CM027536.1'	55328000	55366000	358	2.2704115870750674e-10	8.722067296249424e-11	4.6158786576386677e-10
b'CM027536.1'	55366000	55404000	343	2.3003612189331302e-10	9.021563614830052e-11	4.6458282894967305e-10
b'CM027536.1'	55404000	55442000	490	4.855425369324392e-10	2.8031666452520603e-10	8.87804516214498e-10
b'CM027536.1'	55442000	55480000	330	1.2777083040526436e-09	8.302503306011731e-10	1.8361522673470515e-09
b'CM027536.1'	55480000	55518000	419	1.3149521357009735e-09	8.67494162249503e-10	1.8733960989953815e-09
b'CM027536.1'	55518000	55556000	452	8.908710711976585e-10	6.698352343417045e-10	1.1462330444313837e-09
b'CM027536.1'	55556000	55594000	439	1.8130664528409628e-10	0	4.0607116616825385e-10
b'CM027536.1'	55594000	55632000	413	8.915895714858085e-10	6.705537346298545e-10	1.1469515447195337e-09
b'CM027536.1'	55632000	55670000	517	8.873531717627487e-10	6.915496844498975e-10	1.1304362004686523e-09
b'CM027536.1'	55670000	55708000	484	1.7364713542385026e-10	0	3.9841165630800783e-10
b'CM027536.1'	55708000	55746000	402	9.512945037243484e-10	7.302586668683944e-10	1.2066564769580736e-09
b'CM027536.1'	55746000	55784000	453	5.364934327374231e-10	3.1507108561323366e-10	8.687915759060191e-10
b'CM027536.1'	55784000	55822000	417	6.533200770400038e-10	3.878091832134666e-10	9.098127513620431e-10
b'CM027536.1'	55822000	55860000	459	5.754177854551358e-10	3.16411083258329e-10	7.966476074168461e-10
b'CM027536.1'	55860000	55898000	480	9.341057841020255e-10	5.986005410699729e-10	1.314091771222105e-09
b'CM027536.1'	55898000	55936000	645	1.981129482126395e-09	1.645843488712803e-09	2.401846737604604e-09
b'CM027536.1'	55936000	55974000	412	1.0860530022131483e-09	8.171445789066352e-10	1.5199014871284923e-09
b'CM027536.1'	55974000	56012000	590	1.8221640281951726e-09	1.3334703176965282e-09	2.367766180541619e-09
b'CM027536.1'	56012000	56050000	518	1.61790758911302e-09	1.2753366175231695e-09	2.1298346787211416e-09
b'CM027536.1'	56050000	56088000	534	9.539499928169633e-10	7.329141559610093e-10	1.2093119660506885e-09
b'CM027536.1'	56088000	56126000	588	9.07471416315864e-10	7.116679290030128e-10	1.1505544450217676e-09
b'CM027536.1'	56126000	56164000	597	2.4551928314335363e-09	2.052990987381606e-09	2.853207930090648e-09
b'CM027536.1'	56164000	56202000	511	1.2546735649640506e-09	8.0721559151258e-10	1.8131175282584585e-09
b'CM027536.1'	56202000	56240000	502	5.517702400543774e-10	2.927635378575706e-10	7.730000620160877e-10
b'CM027536.1'	56240000	56278000	570	1.4071628486184574e-11	0	1.8214520021306322e-10
b'CM027536.1'	56278000	56316000	439	5.513845352217578e-10	3.6115644360958095e-10	8.104901555145009e-10
b'CM027536.1'	56316000	56354000	346	9.343440928287378e-10	7.133082559727838e-10	1.189706066062463e-09
b'CM027536.1'	56354000	56392000	620	9.425189033152915e-10	7.214830664593376e-10	1.1978808765490167e-09
b'CM027536.1'	56392000	56430000	647	9.3742490003811e-10	7.163890631821561e-10	1.1927868732718352e-09
b'CM027536.1'	56430000	56468000	771	9.302247621221515e-10	7.091889252661976e-10	1.1855867353558767e-09
b'CM027536.1'	56468000	56506000	889	1.7757954800884894e-09	1.4354034571867862e-09	2.243268201732092e-09
b'CM027536.1'	56506000	56544000	688	2.1836461817023476e-09	1.8605792973466647e-09	2.509861419857917e-09
b'CM027536.1'	56544000	56582000	761	3.31059132571978e-09	2.878676416326353e-09	3.5607902595130797e-09
b'CM027536.1'	56582000	56620000	840	2.667151166717662e-09	2.411748284541037e-09	2.9400698821225744e-09
b'CM027536.1'	56620000	56658000	676	1.546790171058457e-09	1.1265425454707795e-09	2.0465446644022857e-09
b'CM027536.1'	56658000	56696000	636	2.1759712412015018e-09	1.852904356845819e-09	2.502186479357071e-09
b'CM027536.1'	56696000	56734000	732	2.233419159766055e-09	1.8756488130843366e-09	2.657808405733715e-09
b'CM027536.1'	56734000	56772000	836	3.20303926092362e-09	2.817300542179143e-09	3.454244006817194e-09
b'CM027536.1'	56772000	56810000	1227	2.9849103331512155e-09	2.499232041123047e-09	3.2726995089747206e-09
b'CM027536.1'	56810000	56848000	711	1.3012970517098073e-09	9.596145194420675e-10	1.7000832446664422e-09
b'CM027536.1'	56848000	56886000	703	2.996317205055873e-09	2.6614345723204723e-09	3.264443764899524e-09
b'CM027536.1'	56886000	56924000	722	1.982563763126191e-09	1.647277769712599e-09	2.4032810186044e-09
b'CM027536.1'	56924000	56962000	465	9.33582020195293e-10	7.125461833393391e-10	1.1889439934290183e-09
b'CM027536.1'	56962000	57000000	523	8.623130670051398e-10	5.997592771847098e-10	1.2527126740915619e-09
b'CM027536.1'	57000000	57038000	482	3.9348317093402006e-10	2.2472073912705202e-10	5.747781360854217e-10
b'CM027536.1'	57038000	57076000	588	7.402686288560217e-10	5.700640423200836e-10	9.891810389839432e-10
b'CM027536.1'	57076000	57114000	819	1.2031966613841967e-09	8.554986465599363e-10	1.5945721989181856e-09
b'CM027536.1'	57114000	57152000	725	1.2324153920949111e-09	9.102451127516853e-10	1.8017966509030317e-09
b'CM027536.1'	57152000	57190000	629	2.2645585550675705e-09	1.627287174956966e-09	2.7184102002222274e-09
b'CM027536.1'	57190000	57228000	986	3.471628911313433e-09	3.271510134208415e-09	3.6361056879563186e-09
b'CM027536.1'	57228000	57266000	714	1.91319003202681e-09	1.5335014930839307e-09	2.3100876967607515e-09
b'CM027536.1'	57266000	57304000	452	4.187546582351246e-10	2.4999222642815656e-10	6.000496233865262e-10
b'CM027536.1'	57304000	57342000	594	2.374617481742025e-10	9.764126242919e-11	4.720084552305625e-10
b'CM027536.1'	57342000	57380000	547	1.8543198619719726e-09	1.4746313230290932e-09	2.251217526705914e-09
b'CM027536.1'	57380000	57418000	578	7.222056155640733e-10	5.520010290281353e-10	9.71118025691995e-10
b'CM027536.1'	57418000	57456000	672	1.721312906114753e-09	1.3170542989696504e-09	2.3595026183024062e-09
