chrom	start	end	nSites	recombRate
b'CM027528.1'	4410000	4455000	1160	3.313696518052167e-09
b'CM027528.1'	4455000	4500000	1176	3.2142689193029953e-09
b'CM027528.1'	4500000	4545000	943	3.1043943630192835e-09
b'CM027528.1'	4545000	4590000	845	3.1120463053623008e-09
b'CM027528.1'	4590000	4635000	960	3.1417352126033375e-09
b'CM027528.1'	4635000	4680000	674	3.112163247151979e-09
b'CM027528.1'	4680000	4725000	684	3.2582351302209794e-09
b'CM027528.1'	4725000	4770000	862	3.0918525038793528e-09
b'CM027528.1'	4770000	4815000	754	3.1415449604905037e-09
b'CM027528.1'	4815000	4860000	669	3.0802130711689715e-09
b'CM027528.1'	4860000	4905000	926	3.2236227253253257e-09
b'CM027528.1'	4905000	4950000	1196	3.1998176809722398e-09
b'CM027528.1'	4950000	4995000	943	3.171642040692076e-09
b'CM027528.1'	4995000	5040000	902	3.1820187622073356e-09
b'CM027528.1'	5040000	5085000	1101	3.3163023453129673e-09
b'CM027528.1'	5085000	5130000	693	3.1496478795633825e-09
b'CM027528.1'	5130000	5175000	586	3.142368400958977e-09
b'CM027528.1'	5175000	5220000	339	3.127709292389339e-09
b'CM027528.1'	5220000	5265000	737	3.2306097903343067e-09
b'CM027528.1'	5265000	5310000	535	3.0555118672365416e-09
b'CM027528.1'	5310000	5355000	762	3.142545528159117e-09
b'CM027528.1'	5355000	5400000	1029	3.13678948536686e-09
b'CM027528.1'	5400000	5445000	785	3.0485210184689455e-09
b'CM027528.1'	5445000	5490000	647	3.14626519936205e-09
b'CM027528.1'	5490000	5535000	970	3.0743063874868774e-09
b'CM027528.1'	5535000	5580000	801	3.1822433046326124e-09
b'CM027528.1'	5580000	5625000	1149	3.286739484530775e-09
b'CM027528.1'	5625000	5670000	1137	3.3409957452432555e-09
b'CM027528.1'	5670000	5715000	1184	3.322020195791709e-09
b'CM027528.1'	5715000	5760000	927	3.1456973990849666e-09
b'CM027528.1'	5760000	5805000	906	3.100384879554973e-09
b'CM027528.1'	5805000	5850000	1127	3.3199566284373444e-09
b'CM027528.1'	5850000	5895000	1005	3.264069922489399e-09
b'CM027528.1'	5895000	5940000	938	3.168298853471282e-09
b'CM027528.1'	5940000	5985000	1052	3.244737044333699e-09
b'CM027528.1'	5985000	6030000	838	3.123131062708292e-09
b'CM027528.1'	6030000	6075000	1068	3.2674064881326177e-09
b'CM027528.1'	6075000	6120000	1063	3.1358969913036734e-09
b'CM027528.1'	6120000	6165000	978	3.253593404340683e-09
b'CM027528.1'	6165000	6210000	855	3.227666144374709e-09
b'CM027528.1'	6210000	6255000	824	3.143605453540994e-09
b'CM027528.1'	6255000	6300000	890	3.1891571775608955e-09
b'CM027528.1'	6300000	6345000	844	3.1235712793745937e-09
b'CM027528.1'	6345000	6390000	993	3.199936632883682e-09
b'CM027528.1'	6390000	6435000	584	3.0625573440191337e-09
b'CM027528.1'	6435000	6480000	659	3.2652921947643283e-09
b'CM027528.1'	6480000	6525000	881	3.187059556379001e-09
b'CM027528.1'	6525000	6570000	731	6.428027981781522e-10
b'CM027528.1'	6570000	6615000	672	2.9311623058882765e-09
b'CM027528.1'	6615000	6660000	576	2.3846518196191022e-09
b'CM027528.1'	6660000	6705000	558	3.0133058135290246e-09
b'CM027528.1'	6705000	6750000	574	3.0754334745841613e-09
b'CM027528.1'	6750000	6795000	614	2.9377919239506476e-09
b'CM027528.1'	6795000	6840000	840	3.140279529718878e-09
b'CM027528.1'	6840000	6885000	467	2.8037603155202475e-09
b'CM027528.1'	6885000	6930000	355	1.8869904256386513e-09
b'CM027528.1'	6930000	6975000	570	2.3580845132349998e-09
b'CM027528.1'	6975000	7020000	545	3.079351556629441e-09
b'CM027528.1'	7020000	7065000	316	9.272874683045058e-10
b'CM027528.1'	7065000	7079006	56	1.252467230905409e-09
b'CM027529.1'	0	56000	219	1.320997366263592e-09
b'CM027529.1'	56000	112000	282	6.163167243618043e-10
b'CM027529.1'	112000	168000	329	8.177493709313393e-10
b'CM027529.1'	168000	224000	336	1.1759537195980728e-09
b'CM027529.1'	224000	280000	284	1.0955353102793791e-09
b'CM027529.1'	280000	336000	376	1.0233241690016043e-09
b'CM027529.1'	336000	392000	435	2.1597639490046346e-09
b'CM027529.1'	392000	448000	669	2.3209044733920605e-09
b'CM027529.1'	448000	504000	707	1.838807821737436e-09
b'CM027529.1'	504000	560000	876	2.9594220165551555e-09
b'CM027529.1'	560000	616000	800	3.0170245387923043e-09
b'CM027529.1'	616000	672000	1003	3.0895597826438997e-09
b'CM027529.1'	672000	728000	937	3.177228405558965e-09
b'CM027529.1'	728000	784000	991	3.183099498261592e-09
b'CM027529.1'	784000	840000	882	3.1068992112220598e-09
b'CM027529.1'	840000	896000	656	1.0058179003170373e-09
b'CM027529.1'	896000	952000	863	3.0064534266782266e-09
b'CM027529.1'	952000	1008000	1155	3.2394303228769106e-09
b'CM027529.1'	1008000	1064000	1146	3.314911104567411e-09
b'CM027529.1'	1064000	1120000	990	3.258793234616613e-09
b'CM027529.1'	1120000	1176000	996	3.124165565961978e-09
b'CM027529.1'	1176000	1232000	1389	3.3296585402522053e-09
b'CM027529.1'	1232000	1288000	1224	3.3611164728879616e-09
b'CM027529.1'	1288000	1344000	1266	3.367814553332763e-09
b'CM027529.1'	1344000	1400000	1237	3.363680915288916e-09
b'CM027529.1'	1400000	1456000	1254	3.2733940496550968e-09
b'CM027529.1'	1456000	1512000	1388	3.386308264773249e-09
b'CM027529.1'	1512000	1568000	1292	3.309859786817099e-09
b'CM027529.1'	1568000	1624000	1362	3.390210620571787e-09
b'CM027529.1'	1624000	1680000	1333	3.3574464635168433e-09
b'CM027529.1'	1680000	1736000	1384	3.4246613880291295e-09
b'CM027529.1'	1736000	1792000	1539	3.3794857932639967e-09
b'CM027529.1'	1792000	1848000	1099	3.2627586136445733e-09
b'CM027529.1'	1848000	1904000	1466	3.43576624659276e-09
b'CM027529.1'	1904000	1960000	1288	3.320760558900462e-09
b'CM027529.1'	1960000	2016000	1210	3.437365357577199e-09
b'CM027529.1'	2016000	2072000	1127	3.201768681507824e-09
b'CM027529.1'	2072000	2128000	1712	3.4299333462036473e-09
b'CM027529.1'	2128000	2184000	1388	3.3565001691358567e-09
b'CM027529.1'	2184000	2240000	1245	3.3330329434815688e-09
b'CM027529.1'	2240000	2296000	1143	3.2843953278266566e-09
b'CM027529.1'	2296000	2352000	1347	3.2975483822252803e-09
b'CM027529.1'	2352000	2408000	986	3.1944934596318594e-09
b'CM027529.1'	2408000	2464000	1132	3.256417625419012e-09
b'CM027529.1'	2464000	2520000	1068	3.222482395072891e-09
b'CM027529.1'	2520000	2576000	1305	3.393724904627429e-09
b'CM027529.1'	2576000	2632000	1253	3.285447330963935e-09
b'CM027529.1'	2632000	2688000	1051	3.2355850781849593e-09
b'CM027529.1'	2688000	2744000	1566	3.4993301987694566e-09
b'CM027529.1'	2744000	2800000	1229	3.3883305655102244e-09
b'CM027529.1'	2800000	2856000	1200	3.3602263436739085e-09
b'CM027529.1'	2856000	2912000	1324	3.42138004161319e-09
b'CM027529.1'	2912000	2968000	1451	3.3703007192273808e-09
b'CM027529.1'	2968000	3024000	1520	3.4281095745514745e-09
b'CM027529.1'	3024000	3080000	775	3.2193735644012803e-09
b'CM027529.1'	3080000	3136000	1242	3.368509227765888e-09
b'CM027529.1'	3136000	3192000	1263	3.383934783939869e-09
b'CM027529.1'	3192000	3248000	1093	3.3164675300249802e-09
b'CM027529.1'	3248000	3304000	488	1.8339694217008766e-09
b'CM027529.1'	3304000	3360000	327	6.942153278069483e-10
b'CM027529.1'	3360000	3416000	318	5.249427375810665e-10
b'CM027529.1'	3416000	3472000	343	5.688033579852153e-10
b'CM027529.1'	3472000	3528000	259	6.720685156666524e-10
b'CM027529.1'	3528000	3584000	332	6.87317535852777e-10
b'CM027529.1'	3584000	3640000	449	6.379417325406739e-10
b'CM027529.1'	3640000	3696000	515	8.42721941301901e-10
b'CM027529.1'	3696000	3752000	459	1.1412118983335584e-09
b'CM027529.1'	3752000	3808000	325	1.2345863109967815e-09
b'CM027529.1'	3808000	3864000	408	1.0127983437484435e-09
b'CM027529.1'	3864000	3920000	453	1.4526098522723245e-09
b'CM027529.1'	3920000	3976000	527	9.62533002434571e-10
b'CM027529.1'	3976000	4032000	460	8.602523905688634e-10
b'CM027529.1'	4032000	4088000	515	2.451109164711298e-09
b'CM027529.1'	4088000	4144000	707	2.6094355777504432e-09
b'CM027529.1'	4144000	4200000	936	3.0397807725544424e-09
b'CM027529.1'	4200000	4256000	1221	3.259294819117943e-09
b'CM027529.1'	4256000	4312000	1161	3.30206808189026e-09
b'CM027529.1'	4312000	4368000	1151	3.258508270295961e-09
b'CM027529.1'	4368000	4424000	1378	3.315441303743263e-09
b'CM027529.1'	4424000	4480000	967	3.2181144004798602e-09
b'CM027529.1'	4480000	4536000	1066	3.2601433269872374e-09
b'CM027529.1'	4536000	4592000	1204	3.3451592986286485e-09
b'CM027529.1'	4592000	4648000	1225	3.102250627279275e-09
b'CM027529.1'	4648000	4704000	1198	3.0791177912925403e-09
b'CM027529.1'	4704000	4760000	1057	3.0022283872153485e-09
b'CM027529.1'	4760000	4816000	1177	3.218958533378256e-09
b'CM027529.1'	4816000	4872000	918	2.330899035287259e-09
b'CM027529.1'	4872000	4928000	745	1.3545367208646747e-09
b'CM027529.1'	4928000	4984000	732	1.6097086425653749e-09
b'CM027529.1'	4984000	5040000	616	1.6472056165331968e-09
b'CM027529.1'	5040000	5096000	694	2.904814102776443e-09
b'CM027529.1'	5096000	5152000	968	2.950767141694391e-09
b'CM027529.1'	5152000	5208000	1123	3.3083382428842566e-09
b'CM027529.1'	5208000	5264000	1118	3.220650819418576e-09
b'CM027529.1'	5264000	5320000	1238	3.4504868412398827e-09
b'CM027529.1'	5320000	5376000	1437	3.4583062149015903e-09
b'CM027529.1'	5376000	5432000	1304	3.4409530701984526e-09
b'CM027529.1'	5432000	5488000	1370	3.2454839819326858e-09
b'CM027529.1'	5488000	5544000	1148	3.345827368509015e-09
b'CM027529.1'	5544000	5600000	1346	3.3352235032344307e-09
b'CM027529.1'	5600000	5656000	1322	3.3199490609201154e-09
b'CM027529.1'	5656000	5712000	1044	3.291246295767974e-09
b'CM027529.1'	5712000	5768000	1439	3.3351922872258616e-09
b'CM027529.1'	5768000	5824000	1258	3.341259780649071e-09
b'CM027529.1'	5824000	5880000	1511	3.4124921108702665e-09
b'CM027529.1'	5880000	5936000	1646	3.41201299243571e-09
b'CM027529.1'	5936000	5992000	1355	3.387484067762694e-09
b'CM027529.1'	5992000	6048000	1842	3.4526224182503786e-09
b'CM027529.1'	6048000	6104000	1260	3.3418875298517025e-09
b'CM027529.1'	6104000	6160000	1718	3.484538422163399e-09
b'CM027529.1'	6160000	6216000	1302	2.891632433703297e-09
b'CM027529.1'	6216000	6272000	1479	3.3467987302908226e-09
b'CM027529.1'	6272000	6328000	1277	3.3530438238839983e-09
b'CM027529.1'	6328000	6384000	1390	3.3813440917135266e-09
b'CM027529.1'	6384000	6440000	1204	3.29270209689489e-09
b'CM027529.1'	6440000	6496000	1285	3.326514000358671e-09
b'CM027529.1'	6496000	6552000	1359	3.3065988963461693e-09
b'CM027529.1'	6552000	6608000	1305	3.4052429023347766e-09
b'CM027529.1'	6608000	6664000	1035	3.112305256342478e-09
b'CM027529.1'	6664000	6720000	1425	3.395897491526873e-09
b'CM027529.1'	6720000	6776000	1186	3.279195261065813e-09
b'CM027529.1'	6776000	6832000	1266	3.3641899490650184e-09
b'CM027529.1'	6832000	6888000	1225	3.2692275402082867e-09
b'CM027529.1'	6888000	6944000	1296	3.388845038439335e-09
b'CM027529.1'	6944000	7000000	1304	3.3743758272551603e-09
b'CM027529.1'	7000000	7056000	1031	3.250258139364488e-09
b'CM027529.1'	7056000	7112000	1486	3.335028521423329e-09
b'CM027529.1'	7112000	7168000	1375	3.392306822844201e-09
b'CM027529.1'	7168000	7224000	1563	3.3276209862383153e-09
b'CM027529.1'	7224000	7280000	1486	3.3347578644399384e-09
b'CM027529.1'	7280000	7336000	1359	3.4179760777696515e-09
b'CM027529.1'	7336000	7392000	1260	3.3232457788554255e-09
b'CM027529.1'	7392000	7448000	991	3.2704545421814837e-09
b'CM027529.1'	7448000	7504000	864	3.2100351298983215e-09
b'CM027529.1'	7504000	7560000	618	3.0429288597216784e-09
b'CM027529.1'	7560000	7616000	560	3.057216214007445e-09
b'CM027529.1'	7616000	7672000	868	3.12603060423154e-09
b'CM027529.1'	7672000	7728000	1017	3.2162228758999973e-09
b'CM027529.1'	7728000	7784000	1383	3.381668903742087e-09
b'CM027529.1'	7784000	7805957	325	3.020490461683155e-09
b'CM027530.1'	0	59000	1273	3.374468884068585e-09
b'CM027530.1'	59000	118000	1079	3.259008790615181e-09
b'CM027530.1'	118000	177000	1068	3.323319562148408e-09
b'CM027530.1'	177000	236000	1126	3.247471755872304e-09
b'CM027530.1'	236000	295000	949	3.1584432264627087e-09
b'CM027530.1'	295000	354000	1484	3.3566627525138216e-09
b'CM027530.1'	354000	413000	1375	3.328140661835521e-09
b'CM027530.1'	413000	472000	1000	3.1310838138611593e-09
b'CM027530.1'	472000	531000	918	3.1625159696413543e-09
b'CM027530.1'	531000	590000	1037	3.202875076175185e-09
b'CM027530.1'	590000	649000	926	3.1675798210920765e-09
b'CM027530.1'	649000	708000	1272	3.400118037776396e-09
b'CM027530.1'	708000	767000	1419	3.3178028420885166e-09
b'CM027530.1'	767000	826000	1746	3.383043945271075e-09
b'CM027530.1'	826000	885000	1568	3.2515897859118667e-09
b'CM027530.1'	885000	944000	666	3.2998640424973336e-09
b'CM027530.1'	944000	1003000	1173	3.2531301303953244e-09
b'CM027530.1'	1003000	1062000	697	3.081549210929705e-09
b'CM027530.1'	1062000	1121000	1213	3.2962853163027887e-09
b'CM027530.1'	1121000	1180000	582	3.1567559066055704e-09
b'CM027530.1'	1180000	1239000	677	3.0064591023161484e-09
b'CM027530.1'	1239000	1298000	1057	3.266677405144593e-09
b'CM027530.1'	1298000	1357000	1278	3.3067684560290805e-09
b'CM027530.1'	1357000	1416000	1212	3.3007711986251517e-09
b'CM027530.1'	1416000	1475000	995	3.218613147162229e-09
b'CM027530.1'	1475000	1534000	1544	3.234445693872178e-09
b'CM027530.1'	1534000	1593000	1363	3.3954708727430914e-09
b'CM027530.1'	1593000	1652000	1446	3.3824697599013297e-09
b'CM027530.1'	1652000	1711000	1442	3.399594578420576e-09
b'CM027530.1'	1711000	1770000	1467	3.4033070368336506e-09
b'CM027530.1'	1770000	1781809	162	1.8813880093582653e-09
b'CM027531.1'	0	63000	1088	3.332036396056484e-09
b'CM027531.1'	63000	126000	855	3.1204384454842725e-09
b'CM027531.1'	126000	189000	517	2.43626110469585e-09
b'CM027531.1'	189000	252000	1147	3.3549759056265105e-09
b'CM027531.1'	252000	315000	1258	3.426540142423668e-09
b'CM027531.1'	315000	378000	1502	3.4343108001932142e-09
b'CM027531.1'	378000	441000	1120	3.3314908253612603e-09
b'CM027531.1'	441000	504000	1426	3.370692929456261e-09
b'CM027531.1'	504000	567000	1404	3.3801584746001748e-09
b'CM027531.1'	567000	630000	1182	3.314937945605082e-09
b'CM027531.1'	630000	693000	1720	3.3832020354356857e-09
b'CM027531.1'	693000	756000	1421	3.437104869445084e-09
b'CM027531.1'	756000	819000	1671	3.484594823815246e-09
b'CM027531.1'	819000	882000	1088	3.2893125586310685e-09
b'CM027531.1'	882000	945000	1175	3.316024357297261e-09
b'CM027531.1'	945000	1008000	1540	3.344204254305866e-09
b'CM027531.1'	1008000	1071000	1560	3.3960844328509187e-09
b'CM027531.1'	1071000	1134000	1264	3.4269108325254294e-09
b'CM027531.1'	1134000	1197000	1256	3.35572166080093e-09
b'CM027531.1'	1197000	1260000	1449	3.388187019167788e-09
b'CM027531.1'	1260000	1323000	1006	3.1298877914116177e-09
b'CM027531.1'	1323000	1386000	925	3.15141016513807e-09
b'CM027531.1'	1386000	1449000	744	3.0293444568410053e-09
b'CM027531.1'	1449000	1512000	917	3.1698185055248167e-09
b'CM027531.1'	1512000	1575000	712	3.116855462561287e-09
b'CM027531.1'	1575000	1638000	1061	3.219277669768895e-09
b'CM027531.1'	1638000	1701000	1011	3.147316847771958e-09
b'CM027531.1'	1701000	1764000	1131	3.25303600939979e-09
b'CM027531.1'	1764000	1827000	1412	3.3380414574625545e-09
b'CM027531.1'	1827000	1890000	1272	3.2484264454677168e-09
b'CM027531.1'	1890000	1953000	1198	3.2511604475515817e-09
b'CM027531.1'	1953000	2016000	952	3.2186127924348592e-09
b'CM027531.1'	2016000	2079000	1302	3.333620608491378e-09
b'CM027531.1'	2079000	2142000	1052	3.1626108000916292e-09
b'CM027531.1'	2142000	2205000	1099	3.183433060231949e-09
b'CM027531.1'	2205000	2268000	1126	3.1654233151667443e-09
b'CM027531.1'	2268000	2331000	865	3.0268885610153033e-09
b'CM027531.1'	2331000	2394000	840	3.1085550785857154e-09
b'CM027531.1'	2394000	2457000	585	1.6820776338277705e-09
b'CM027531.1'	2457000	2520000	473	1.161543747884706e-09
b'CM027531.1'	2520000	2583000	550	6.180149225249591e-10
b'CM027531.1'	2583000	2646000	588	7.360114349170792e-10
b'CM027531.1'	2646000	2709000	593	5.024333940685221e-10
b'CM027531.1'	2709000	2772000	452	1.2291690328429766e-09
b'CM027531.1'	2772000	2835000	422	6.158776901200694e-10
b'CM027531.1'	2835000	2898000	444	1.242160804530659e-09
b'CM027531.1'	2898000	2961000	327	6.277082026404808e-10
b'CM027531.1'	2961000	3024000	445	9.869676878695949e-10
b'CM027531.1'	3024000	3087000	361	1.1284570845291072e-09
b'CM027531.1'	3087000	3150000	382	9.606274070023604e-10
b'CM027531.1'	3150000	3213000	366	8.871968903898455e-10
b'CM027531.1'	3213000	3276000	363	1.2274248383641647e-09
b'CM027531.1'	3276000	3339000	225	1.1780784774237803e-09
b'CM027531.1'	3339000	3402000	169	1.2311137665283556e-09
b'CM027531.1'	3402000	3465000	939	3.1875398572381247e-09
b'CM027531.1'	3465000	3528000	1618	3.48204693535823e-09
b'CM027531.1'	3528000	3591000	1776	3.507321851690579e-09
b'CM027531.1'	3591000	3654000	1040	3.2631887797020555e-09
b'CM027531.1'	3654000	3717000	938	3.2144641375990106e-09
b'CM027531.1'	3717000	3780000	449	1.811869707009116e-09
b'CM027531.1'	3780000	3843000	414	4.862341775003397e-10
b'CM027531.1'	3843000	3906000	556	1.982277291796574e-09
b'CM027531.1'	3906000	3969000	656	2.029295104037124e-09
b'CM027531.1'	3969000	4032000	710	2.8992581262209264e-09
b'CM027531.1'	4032000	4095000	840	3.11542910380609e-09
b'CM027531.1'	4095000	4158000	748	2.9160130823356084e-09
b'CM027531.1'	4158000	4221000	784	3.083529653837008e-09
b'CM027531.1'	4221000	4284000	786	3.0172756857703395e-09
b'CM027531.1'	4284000	4347000	1052	3.107239276527535e-09
b'CM027531.1'	4347000	4410000	1018	3.1822655342144726e-09
b'CM027531.1'	4410000	4473000	1075	3.20253536559708e-09
b'CM027531.1'	4473000	4536000	1236	3.2963926804534744e-09
b'CM027531.1'	4536000	4599000	1133	3.2776914535014768e-09
b'CM027531.1'	4599000	4662000	1104	3.251895679147355e-09
b'CM027531.1'	4662000	4725000	1370	3.3484948000897567e-09
b'CM027531.1'	4725000	4788000	1598	3.4602038880892015e-09
b'CM027531.1'	4788000	4851000	1360	3.3796752176796333e-09
b'CM027531.1'	4851000	4914000	1342	3.32217935013843e-09
b'CM027531.1'	4914000	4977000	1711	3.4483124807035886e-09
b'CM027531.1'	4977000	5040000	1571	3.3117474093958907e-09
b'CM027531.1'	5040000	5103000	1024	2.8309783101435814e-09
b'CM027531.1'	5103000	5166000	1140	3.2995743484784134e-09
b'CM027531.1'	5166000	5229000	1030	3.206539764635752e-09
b'CM027531.1'	5229000	5292000	941	3.215060789035529e-09
b'CM027531.1'	5292000	5355000	1285	3.2632821912428504e-09
b'CM027531.1'	5355000	5418000	1264	3.3271879823618724e-09
b'CM027531.1'	5418000	5481000	1212	3.2806678526215808e-09
b'CM027531.1'	5481000	5544000	1004	2.943439893137478e-09
b'CM027531.1'	5544000	5607000	1037	3.0986222392529155e-09
b'CM027531.1'	5607000	5670000	1692	3.5600620076232254e-09
b'CM027531.1'	5670000	5733000	1471	3.389535219659105e-09
b'CM027531.1'	5733000	5796000	1430	3.4193158830465426e-09
b'CM027531.1'	5796000	5859000	1314	3.3420743529332916e-09
b'CM027531.1'	5859000	5922000	1423	3.3900778342929106e-09
b'CM027531.1'	5922000	5985000	812	3.2253263626414888e-09
b'CM027531.1'	5985000	6048000	1043	3.1810999000763038e-09
b'CM027531.1'	6048000	6111000	1235	3.4292423372866806e-09
b'CM027531.1'	6111000	6174000	959	3.0902494908938424e-09
b'CM027531.1'	6174000	6237000	894	3.0769065391097553e-09
b'CM027531.1'	6237000	6243642	102	1.864811333307676e-09
b'CM027532.1'	0	49000	164	1.592670747032112e-09
b'CM027532.1'	49000	98000	171	7.99627768502095e-10
b'CM027532.1'	98000	147000	175	9.701802150793199e-10
b'CM027532.1'	147000	196000	201	8.076256882734223e-10
b'CM027532.1'	196000	245000	223	1.0802912562764362e-09
b'CM027532.1'	245000	294000	267	1.3269233825873576e-09
b'CM027532.1'	294000	343000	377	1.2410859805992371e-09
b'CM027532.1'	343000	392000	237	1.4323001731818084e-09
b'CM027532.1'	392000	441000	465	2.5751687955557297e-09
b'CM027532.1'	441000	490000	441	1.8151346103334197e-09
b'CM027532.1'	490000	539000	360	2.2349798084708936e-09
b'CM027532.1'	539000	588000	317	2.109524384546323e-09
b'CM027532.1'	588000	637000	505	8.303538394520938e-10
b'CM027532.1'	637000	686000	271	2.826630535010647e-09
b'CM027532.1'	686000	735000	462	2.8152312527298275e-09
b'CM027532.1'	735000	784000	208	2.0160921808823862e-09
b'CM027532.1'	784000	833000	333	2.913926575944644e-09
b'CM027532.1'	833000	882000	315	6.923669617237818e-10
b'CM027532.1'	882000	931000	418	9.078689234889249e-10
b'CM027532.1'	931000	980000	490	1.2814899305847722e-09
b'CM027532.1'	980000	1029000	394	1.4298551261015092e-09
b'CM027532.1'	1029000	1078000	541	2.259926483743438e-09
b'CM027532.1'	1078000	1127000	632	3.0615707289604113e-09
b'CM027532.1'	1127000	1176000	1031	3.095739724643433e-09
b'CM027532.1'	1176000	1225000	1410	3.3796073465094865e-09
b'CM027532.1'	1225000	1274000	1614	3.3723582562164534e-09
b'CM027532.1'	1274000	1323000	1280	3.3061697944707975e-09
b'CM027532.1'	1323000	1372000	743	3.1490140999954597e-09
b'CM027532.1'	1372000	1421000	961	3.2217459810525504e-09
b'CM027532.1'	1421000	1470000	773	3.0421945740655585e-09
b'CM027532.1'	1470000	1519000	1152	3.288700417432722e-09
b'CM027532.1'	1519000	1568000	1101	3.21382633778756e-09
b'CM027532.1'	1568000	1617000	1083	3.2129681340368164e-09
b'CM027532.1'	1617000	1666000	1013	3.1565139825391577e-09
b'CM027532.1'	1666000	1715000	933	3.279529414248453e-09
b'CM027532.1'	1715000	1764000	1129	3.2571048505773644e-09
b'CM027532.1'	1764000	1813000	1227	3.3253486027054152e-09
b'CM027532.1'	1813000	1862000	1242	3.281414671978111e-09
b'CM027532.1'	1862000	1911000	881	2.821592223930572e-09
b'CM027532.1'	1911000	1960000	904	2.823845452185486e-09
b'CM027532.1'	1960000	2009000	1251	3.37391728300807e-09
b'CM027532.1'	2009000	2058000	866	3.115740199709673e-09
b'CM027532.1'	2058000	2107000	1309	3.3470437286611093e-09
b'CM027532.1'	2107000	2156000	1316	3.2929978212791015e-09
b'CM027532.1'	2156000	2205000	1293	3.374442397758284e-09
b'CM027532.1'	2205000	2254000	608	2.981898961634563e-09
b'CM027532.1'	2254000	2303000	620	2.193813608488229e-09
b'CM027532.1'	2303000	2352000	872	3.010691118083972e-09
b'CM027532.1'	2352000	2401000	757	3.061776825562443e-09
b'CM027532.1'	2401000	2450000	772	3.0203057669657864e-09
b'CM027532.1'	2450000	2499000	1034	3.2730655721103785e-09
b'CM027532.1'	2499000	2548000	1562	3.4380846264413176e-09
b'CM027532.1'	2548000	2597000	961	3.2499893742604042e-09
b'CM027532.1'	2597000	2646000	746	3.1752163919157226e-09
b'CM027532.1'	2646000	2695000	1171	3.289034925342732e-09
b'CM027532.1'	2695000	2744000	657	3.11622073705371e-09
b'CM027532.1'	2744000	2793000	1089	3.262149664992558e-09
b'CM027532.1'	2793000	2842000	694	3.300404765251832e-09
b'CM027532.1'	2842000	2891000	956	3.2491590757294427e-09
b'CM027532.1'	2891000	2940000	1121	3.3133994930009316e-09
b'CM027532.1'	2940000	2989000	1097	3.3139876309805676e-09
b'CM027532.1'	2989000	3038000	1049	3.1926987756240354e-09
b'CM027532.1'	3038000	3087000	878	2.975745742430245e-09
b'CM027532.1'	3087000	3136000	1243	3.396918396898038e-09
b'CM027532.1'	3136000	3185000	1289	3.292764528912028e-09
b'CM027532.1'	3185000	3234000	1041	3.255958016989811e-09
b'CM027532.1'	3234000	3283000	1188	3.1705611863953628e-09
b'CM027532.1'	3283000	3332000	1674	3.4388412599217536e-09
b'CM027532.1'	3332000	3381000	1793	3.437930793005148e-09
b'CM027532.1'	3381000	3430000	1209	3.370552220932786e-09
b'CM027532.1'	3430000	3479000	1357	3.316413729707181e-09
b'CM027532.1'	3479000	3528000	771	2.8254951709413936e-09
b'CM027532.1'	3528000	3577000	801	3.202910430669739e-09
b'CM027532.1'	3577000	3626000	1244	3.2640313754485143e-09
b'CM027532.1'	3626000	3675000	1158	3.3462855580287356e-09
b'CM027532.1'	3675000	3724000	733	3.1744014649041318e-09
b'CM027532.1'	3724000	3773000	1426	3.427085594876435e-09
b'CM027532.1'	3773000	3822000	1105	3.24593271205587e-09
b'CM027532.1'	3822000	3871000	1234	3.309294469631606e-09
b'CM027532.1'	3871000	3920000	1407	3.4160015469851838e-09
b'CM027532.1'	3920000	3969000	1195	3.3839605607954297e-09
b'CM027532.1'	3969000	4018000	853	3.2230012429728994e-09
b'CM027532.1'	4018000	4067000	1408	3.4117344132077197e-09
b'CM027532.1'	4067000	4116000	1159	3.3087088147435612e-09
b'CM027532.1'	4116000	4165000	1005	3.228947301393076e-09
b'CM027532.1'	4165000	4214000	879	3.016263766825883e-09
b'CM027532.1'	4214000	4263000	1030	3.179578592628375e-09
b'CM027532.1'	4263000	4312000	860	2.90670763747807e-09
b'CM027532.1'	4312000	4361000	1240	3.294044858233198e-09
b'CM027532.1'	4361000	4410000	626	3.0339615882903074e-09
b'CM027532.1'	4410000	4459000	680	3.094724376667732e-09
b'CM027532.1'	4459000	4508000	1399	3.451184944704252e-09
b'CM027532.1'	4508000	4557000	1256	3.1837550344415485e-09
b'CM027532.1'	4557000	4606000	1191	3.293056351295169e-09
b'CM027532.1'	4606000	4655000	1386	3.3440171947393635e-09
b'CM027532.1'	4655000	4704000	1117	3.250270554822442e-09
b'CM027532.1'	4704000	4714420	125	1.9101594142565225e-09
b'CM027533.1'	0	60000	1096	3.1935186688188076e-09
b'CM027533.1'	60000	120000	965	3.204338563061786e-09
b'CM027533.1'	120000	180000	1077	3.2923880449298893e-09
b'CM027533.1'	180000	240000	1071	3.1795185254603704e-09
b'CM027533.1'	240000	300000	1243	3.398187256700908e-09
b'CM027533.1'	300000	360000	1296	3.2586132695975126e-09
b'CM027533.1'	360000	420000	1404	3.3941553071698245e-09
b'CM027533.1'	420000	480000	1455	3.3268859911274554e-09
b'CM027533.1'	480000	540000	1287	3.3386723992115165e-09
b'CM027533.1'	540000	600000	1215	3.3616490369129476e-09
b'CM027533.1'	600000	660000	1094	3.3031672637677623e-09
b'CM027533.1'	660000	720000	757	3.101997115452106e-09
b'CM027533.1'	720000	780000	1214	3.321448729998468e-09
